"idCity","City","Country","LastUpdate"
270,"Kirovo-Tepetsk","Russian Federation","2006-02-15T04:45:25.000Z"
274,"Kolpino","Russian Federation","2006-02-15T04:45:25.000Z"
278,"Korolev","Russian Federation","2006-02-15T04:45:25.000Z"
285,"Kurgan","Russian Federation","2006-02-15T04:45:25.000Z"
286,"Kursk","Russian Federation","2006-02-15T04:45:25.000Z"
308,"Lipetsk","Russian Federation","2006-02-15T04:45:25.000Z"
310,"Ljubertsy","Russian Federation","2006-02-15T04:45:25.000Z"
320,"Maikop","Russian Federation","2006-02-15T04:45:25.000Z"
343,"Moscow","Russian Federation","2006-02-15T04:45:25.000Z"
352,"Nabereznyje Telny","Russian Federation","2006-02-15T04:45:25.000Z"
367,"Niznekamsk","Russian Federation","2006-02-15T04:45:25.000Z"
369,"Novoterkassk","Russian Federation","2006-02-15T04:45:25.000Z"
408,"Pjatigorsk","Russian Federation","2006-02-15T04:45:25.000Z"
466,"Serpuhov","Russian Federation","2006-02-15T04:45:25.000Z"
484,"Smolensk","Russian Federation","2006-02-15T04:45:25.000Z"
510,"Syktyvkar","Russian Federation","2006-02-15T04:45:25.000Z"
531,"Teboksary","Russian Federation","2006-02-15T04:45:25.000Z"
558,"Usolje-Sibirskoje","Russian Federation","2006-02-15T04:45:25.000Z"
597,"Zeleznogorsk","Russian Federation","2006-02-15T04:45:25.000Z"
269,"Kingstown","Saint Vincent and the Grenadines","2006-02-15T04:45:25.000Z"
2,"Abha","Saudi Arabia","2006-02-15T04:45:25.000Z"
13,"al-Hawiya","Saudi Arabia","2006-02-15T04:45:25.000Z"
16,"al-Qatif","Saudi Arabia","2006-02-15T04:45:25.000Z"
237,"Jedda","Saudi Arabia","2006-02-15T04:45:25.000Z"
515,"Tabuk","Saudi Arabia","2006-02-15T04:45:25.000Z"
600,"Ziguinchor","Senegal","2006-02-15T04:45:25.000Z"
90,"Bratislava","Slovakia","2006-02-15T04:45:25.000Z"
85,"Boksburg","South Africa","2006-02-15T04:45:25.000Z"
87,"Botshabelo","South Africa","2006-02-15T04:45:25.000Z"
112,"Chatsworth","South Africa","2006-02-15T04:45:25.000Z"
244,"Johannesburg","South Africa","2006-02-15T04:45:25.000Z"
267,"Kimberley","South Africa","2006-02-15T04:45:25.000Z"
273,"Klerksdorp","South Africa","2006-02-15T04:45:25.000Z"
364,"Newcastle","South Africa","2006-02-15T04:45:25.000Z"
392,"Paarl","South Africa","2006-02-15T04:45:25.000Z"
437,"Rustenburg","South Africa","2006-02-15T04:45:25.000Z"
491,"Soshanguve","South Africa","2006-02-15T04:45:25.000Z"
497,"Springs","South Africa","2006-02-15T04:45:25.000Z"
113,"Cheju","South Korea","2006-02-15T04:45:25.000Z"
268,"Kimchon","South Korea","2006-02-15T04:45:25.000Z"
357,"Naju","South Korea","2006-02-15T04:45:25.000Z"
539,"Tonghae","South Korea","2006-02-15T04:45:25.000Z"
553,"Uijongbu","South Korea","2006-02-15T04:45:25.000Z"
1,"A Corua (La Corua)","Spain","2006-02-15T04:45:25.000Z"
146,"Donostia-San Sebastin","Spain","2006-02-15T04:45:25.000Z"
181,"Gijn","Spain","2006-02-15T04:45:25.000Z"
388,"Ourense (Orense)","Spain","2006-02-15T04:45:25.000Z"
459,"Santiago de Compostela","Spain","2006-02-15T04:45:25.000Z"
230,"Jaffna","Sri Lanka","2006-02-15T04:45:25.000Z"
15,"al-Qadarif","Sudan","2006-02-15T04:45:25.000Z"
379,"Omdurman","Sudan","2006-02-15T04:45:25.000Z"
321,"Malm","Sweden","2006-02-15T04:45:25.000Z"
56,"Basel","Switzerland","2006-02-15T04:45:25.000Z"
72,"Bern","Switzerland","2006-02-15T04:45:25.000Z"
296,"Lausanne","Switzerland","2006-02-15T04:45:25.000Z"
108,"Changhwa","Taiwan","2006-02-15T04:45:25.000Z"
114,"Chiayi","Taiwan","2006-02-15T04:45:25.000Z"
116,"Chungho","Taiwan","2006-02-15T04:45:25.000Z"
168,"Fengshan","Taiwan","2006-02-15T04:45:25.000Z"
209,"Hsichuh","Taiwan","2006-02-15T04:45:25.000Z"
316,"Lungtan","Taiwan","2006-02-15T04:45:25.000Z"
361,"Nantou","Taiwan","2006-02-15T04:45:25.000Z"
526,"Tanshui","Taiwan","2006-02-15T04:45:25.000Z"
542,"Touliu","Taiwan","2006-02-15T04:45:25.000Z"
546,"Tsaotun","Taiwan","2006-02-15T04:45:25.000Z"
347,"Mwanza","Tanzania","2006-02-15T04:45:25.000Z"
513,"Tabora","Tanzania","2006-02-15T04:45:25.000Z"
593,"Zanzibar","Tanzania","2006-02-15T04:45:25.000Z"
358,"Nakhon Sawan","Thailand","2006-02-15T04:45:25.000Z"
394,"Pak Kret","Thailand","2006-02-15T04:45:25.000Z"
489,"Songkhla","Thailand","2006-02-15T04:45:25.000Z"
370,"Nukualofa","Tonga","2006-02-15T04:45:25.000Z"
492,"Sousse","Tunisia","2006-02-15T04:45:25.000Z"
5,"Adana","Turkey","2006-02-15T04:45:25.000Z"
50,"Balikesir","Turkey","2006-02-15T04:45:25.000Z"
58,"Batman","Turkey","2006-02-15T04:45:25.000Z"
142,"Denizli","Turkey","2006-02-15T04:45:25.000Z"
163,"Eskisehir","Turkey","2006-02-15T04:45:25.000Z"
180,"Gaziantep","Turkey","2006-02-15T04:45:25.000Z"
222,"Inegl","Turkey","2006-02-15T04:45:25.000Z"
266,"Kilis","Turkey","2006-02-15T04:45:25.000Z"
281,"Ktahya","Turkey","2006-02-15T04:45:25.000Z"
384,"Osmaniye","Turkey","2006-02-15T04:45:25.000Z"
482,"Sivas","Turkey","2006-02-15T04:45:25.000Z"
504,"Sultanbeyli","Turkey","2006-02-15T04:45:25.000Z"
529,"Tarsus","Turkey","2006-02-15T04:45:25.000Z"
538,"Tokat","Turkey","2006-02-15T04:45:25.000Z"
557,"Usak","Turkey","2006-02-15T04:45:25.000Z"
35,"Ashgabat","Turkmenistan","2006-02-15T04:45:25.000Z"
173,"Funafuti","Tuvalu","2006-02-15T04:45:25.000Z"
258,"Kamjanets-Podilskyi","Ukraine","2006-02-15T04:45:25.000Z"
275,"Konotop","Ukraine","2006-02-15T04:45:25.000Z"
345,"Mukateve","Ukraine","2006-02-15T04:45:25.000Z"
385,"ostka","Ukraine","2006-02-15T04:45:25.000Z"
479,"Simferopol","Ukraine","2006-02-15T04:45:25.000Z"
506,"Sumy","Ukraine","2006-02-15T04:45:25.000Z"
3,"Abu Dhabi","United Arab Emirates","2006-02-15T04:45:25.000Z"
12,"al-Ayn","United Arab Emirates","2006-02-15T04:45:25.000Z"
470,"Sharja","United Arab Emirates","2006-02-15T04:45:25.000Z"
88,"Bradford","United Kingdom","2006-02-15T04:45:25.000Z"
149,"Dundee","United Kingdom","2006-02-15T04:45:25.000Z"
312,"London","United Kingdom","2006-02-15T04:45:25.000Z"
494,"Southampton","United Kingdom","2006-02-15T04:45:25.000Z"
495,"Southend-on-Sea","United Kingdom","2006-02-15T04:45:25.000Z"
496,"Southport","United Kingdom","2006-02-15T04:45:25.000Z"
500,"Stockport","United Kingdom","2006-02-15T04:45:25.000Z"
589,"York","United Kingdom","2006-02-15T04:45:25.000Z"
11,"Akron","United States","2006-02-15T04:45:25.000Z"
33,"Arlington","United States","2006-02-15T04:45:25.000Z"
41,"Augusta-Richmond County","United States","2006-02-15T04:45:25.000Z"
42,"Aurora","United States","2006-02-15T04:45:25.000Z"
65,"Bellevue","United States","2006-02-15T04:45:25.000Z"
94,"Brockton","United States","2006-02-15T04:45:25.000Z"
101,"Cape Coral","United States","2006-02-15T04:45:25.000Z"
120,"Citrus Heights","United States","2006-02-15T04:45:25.000Z"
123,"Clarksville","United States","2006-02-15T04:45:25.000Z"
126,"Compton","United States","2006-02-15T04:45:25.000Z"
135,"Dallas","United States","2006-02-15T04:45:25.000Z"
140,"Dayton","United States","2006-02-15T04:45:25.000Z"
155,"El Monte","United States","2006-02-15T04:45:25.000Z"
171,"Fontana","United States","2006-02-15T04:45:25.000Z"
177,"Garden Grove","United States","2006-02-15T04:45:25.000Z"
178,"Garland","United States","2006-02-15T04:45:25.000Z"
185,"Grand Prairie","United States","2006-02-15T04:45:25.000Z"
187,"Greensboro","United States","2006-02-15T04:45:25.000Z"
245,"Joliet","United States","2006-02-15T04:45:25.000Z"
262,"Kansas City","United States","2006-02-15T04:45:25.000Z"
292,"Lancaster","United States","2006-02-15T04:45:25.000Z"
295,"Laredo","United States","2006-02-15T04:45:25.000Z"
306,"Lincoln","United States","2006-02-15T04:45:25.000Z"
322,"Manchester","United States","2006-02-15T04:45:25.000Z"
333,"Memphis","United States","2006-02-15T04:45:25.000Z"
404,"Peoria","United States","2006-02-15T04:45:25.000Z"
433,"Roanoke","United States","2006-02-15T04:45:25.000Z"
435,"Rockford","United States","2006-02-15T04:45:25.000Z"
441,"Saint Louis","United States","2006-02-15T04:45:25.000Z"
446,"Salinas","United States","2006-02-15T04:45:25.000Z"
449,"San Bernardino","United States","2006-02-15T04:45:25.000Z"
499,"Sterling Heights","United States","2006-02-15T04:45:25.000Z"
508,"Sunnyvale","United States","2006-02-15T04:45:25.000Z"
520,"Tallahassee","United States","2006-02-15T04:45:25.000Z"
573,"Warren","United States","2006-02-15T04:45:25.000Z"
55,"Barcelona","Venezuela","2006-02-15T04:45:25.000Z"
102,"Caracas","Venezuela","2006-02-15T04:45:25.000Z"
132,"Cuman","Venezuela","2006-02-15T04:45:25.000Z"
326,"Maracabo","Venezuela","2006-02-15T04:45:25.000Z"
373,"Ocumare del Tuy","Venezuela","2006-02-15T04:45:25.000Z"
561,"Valencia","Venezuela","2006-02-15T04:45:25.000Z"
562,"Valle de la Pascua","Venezuela","2006-02-15T04:45:25.000Z"
100,"Cam Ranh","Vietnam","2006-02-15T04:45:25.000Z"
194,"Haiphong","Vietnam","2006-02-15T04:45:25.000Z"
201,"Hanoi","Vietnam","2006-02-15T04:45:25.000Z"
359,"Nam Dinh","Vietnam","2006-02-15T04:45:25.000Z"
366,"Nha Trang","Vietnam","2006-02-15T04:45:25.000Z"
571,"Vinh","Vietnam","2006-02-15T04:45:25.000Z"
111,"Charlotte Amalie","Virgin Islands, U.S.","2006-02-15T04:45:25.000Z"
7,"Aden","Yemen","2006-02-15T04:45:25.000Z"
206,"Hodeida","Yemen","2006-02-15T04:45:25.000Z"
455,"Sanaa","Yemen","2006-02-15T04:45:25.000Z"
518,"Taizz","Yemen","2006-02-15T04:45:25.000Z"
280,"Kragujevac","Yugoslavia","2006-02-15T04:45:25.000Z"
368,"Novi Sad","Yugoslavia","2006-02-15T04:45:25.000Z"
272,"Kitwe","Zambia","2006-02-15T04:45:25.000Z"
